movieId,imdbId,tmdbId,title,popularity,vote_average,vote_count,genres,keywords,directors,actors
60,113419,11359.0,The Indian in the Cupboard,10.673296,5.9,136.0,Adventure|Family|Fantasy,cupboard|game|puppet|parallel world|toy comes to life,Frank Oz,Hal Scardino|Litefoot|Lindsay Crouse|Richard Jenkins|Rishi Bhat|Steve Coogan|David Keith|Sakina Jaffrey|Vincent Kartheiser|Nestor Serrano
61,116260,17182.0,Eye for an Eye,4.733526,5.8,65.0,Drama|Thriller,rape|gun|self-defense|grieving parents,John Schlesinger,Sally Field|Kiefer Sutherland|Ed Harris|Beverly D'Angelo|Charlayne Woodard|Joe Mantegna|Olivia Burnette|Alexandra Kyle|Keith David|Philip Baker Hall|Natalija Nogulich|Armin Shimerman|Nicholas Cascone|Darrell Larson|Cynthia Rothrock|Wanda Acuna|Sierra Pecheur
62,113862,2054.0,Mr. Holland's Opus,7.137117,6.9,115.0,Music|Drama|Family,composer|mentor|deaf-mute|music|apprentice|private life|music|disabled,Stephen Herek,Richard Dreyfuss|Glenne Headly|Jay Thomas|Olympia Dukakis|William H. Macy|Alicia Witt|Nicholas John Renner|Joseph Anderson|Anthony Natale|Jean Louisa Kelly|Terrence Howard|Damon Whitaker|Alexandra Boyd|Joanna Gleason|Beth Maitland|Joshua Minnick
63,116126,10607.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,11.700115,6.2,192.0,Comedy,date|slang|hip-hop|cousin|parody|hood|gang|social satire|racism|gangster,Paris Barclay,Shawn Wayans|Marlon Wayans|Tracey Cherelle Jones|Chris Spencer|Vivica A. Fox|Rappin' Granny|Suli McCullough|Bernie Mac|Faizon Love|Keenen Ivory Wayans|Kim Wayans|Helen Martin|Virginia Watson|Darrel Heath
64,118002,19760.0,Two If by Sea,2.174487,4.5,14.0,Comedy|Romance,island|paint|thief,Bill Bennett,Sandra Bullock|Denis Leary|Yaphet Kotto|Stephen Dillane|Tracey Cherelle Jones|Julia Montgomery Brown|Claire Rankin|Jane Moffat|Mike Starr|Jonathan Tucker|Wayne Robson|Michael Badalucco
65,115683,9536.0,Bio-Dome,6.387469,4.4,110.0,Comedy,vegetarian|pollution,Jason Bloom,Pauly Shore|Stephen Baldwin|Joey Lauren Adams|Teresa Hill|William Atherton|Dara Tomanovich|Kevin West|Denise Dowse|Kylie Minogue|Kyle Gass|Jack Black|Rose McGowan
66,116839,11525.0,Lawnmower Man 2: Beyond Cyberspace,2.49535,2.8,32.0,Action|Science Fiction,hacker|virtual reality|computer|sword fight,Farhad Mann,Patrick Bergin|Matt Frewer|Austin O'Brien|Ely Pouget|Camille Cooper|Patrick LaBrecque|Crystal Celeste Grant|Sean P. Young|Mathew Valencia|Kevin Conway|Trever O'Brien|Richard Fancy|Castulo Guerra|Molly Shannon|Ellis E. Williams
68,113149,4482.0,French Twist,2.518051,6.0,43.0,Comedy|Romance,love triangle|southern france|estate agent|menage a trois|van|woman director,Josiane Balasko,Victoria Abril|Josiane Balasko|Alain Chabat|Ticky Holgado|Catherine Hiegel|Katrine Boorman|Telsche Boorman|Véronique Barrault
69,113118,10634.0,Friday,14.56965,7.0,513.0,Comedy,rap music|parent child relationship|rapper|job,F. Gary Gray,Ice Cube|Chris Tucker|Nia Long|Tom Lister Jr.|John Witherspoon|Anna Maria Horsford|Regina King|Paula Jai Parker|Faizon Love|DJ Pooh|Tony Cox|Anthony Johnson|Bernie Mac|Meagan Good|Terri J. Vaughn|F. Gary Gray|Reynaldo Rey|Michael Clarke Duncan
70,116367,755.0,From Dusk Till Dawn,15.339153,6.9,1644.0,Horror|Action|Thriller|Crime,dance|brother brother relationship|sexual obsession|showdown|sheriff|eroticism|nudity|bank robber|vampire|holy water|siege|stripper|priest|explosive|extreme violence|bank robbery|preacher|hostage situation|crucifix|convenience store|female vampire,Robert Rodriguez,George Clooney|Quentin Tarantino|Harvey Keitel|Juliette Lewis|Ernest Liu|Salma Hayek|Cheech Marin|Danny Trejo|Tom Savini|Fred Williamson|Michael Parks|Brenda Hillhouse|John Saxon|Marc Lawrence|Kelly Preston|John Hawkes|Tito Larriva|Peter Atanasoff|Johnny Vatos Hernandez|Aimee Graham|Heidi McNeal|Ernest M. Garcia|Gregory Nicotero|Cristos|Mike Moroff|Tia Texada|Janine Jordae|Ungela Brockman|Michelle Berube|Michael McKay|Jake McKinnon|Walter Phelan|Wayne Toth
71,113010,11859.0,Fair Game,5.912223,4.1,54.0,Action|Thriller|Romance,bomb|miami|sex|detective|handcuffs|based on novel|hostage|fbi|kidnapped|russian|kgb|chase|sadism|parking garage|pizza|police protection|psychopath|remake|car crash|conspiracy|on the run|fugitive|shootout|gunfight|sadist|foot chase|police detective|police state|car chase|held at gunpoint|fbi agent|double cross|cult film|computer hacker|machine gun|swat team|grenade launcher|underwater scene|rogue agent|damsel in distress,Andrew Sipes,William Baldwin|Cindy Crawford|Steven Berkoff|Christopher McDonald|Miguel Sandoval|Johann Carlo|Salma Hayek|John Bedford Lloyd|Jenette Goldstein|Paul Dillon|Olek Krupa|Gustav Vintas|Marc Macaulay|Ruben Rabasa|Sonny Carl Davis|Dan Hedaya|Antoni Corone|Dan Hedaya
72,113537,28387.0,Kicking and Screaming,3.3672760000000004,7.0,36.0,Comedy|Drama|Romance,college,Noah Baumbach,Josh Hamilton|Olivia d'Abo|Carlos Jacott|Eric Stoltz|Chris Eigeman|Jason Wiles|Parker Posey|Samuel Gould|Catherine Kellner|Jonathan Baumbach|Peter Czernin|Eliza Roberts|Christopher Reed|Noah Baumbach|Dean Cameron|Elliott Gould|David DeLuise|Cara Buono|Perrey Reeves|Lauren Katz|John Lehr
73,113828,48750.0,Les Miserables,1.4794459999999998,6.6,8.0,Drama|History,paris|nun|boxer|lawyer|jewish,Claude Lelouch,Jean-Paul Belmondo|Michel Boujenah|Alessandra Martines|Salomé Lelouch|Annie Girardot|Philippe Léotard|Philippe Khorsand|Ticky Holgado|Rufus|Nicole Croisille|William Leymergie|Jean Marais|Micheline Presle|Darry Cowl|Clémentine Célarié|Daniel Toscan du Plantier
74,115644,20927.0,Bed of Roses,10.412194,5.1,27.0,Drama|Romance,florist|family relationships,Michael Goldenberg,Christian Slater|Mary Stuart Masterson|Pamela Adlon|Josh Brolin|Brian Tarantina|Debra Monk|Mary Alice|Kenneth Cranham|Ally Walker|Anne Pitoniak|Michael Haley|Cass Morgan|Gina Torres|Nick Tate|Víctor Sierra|Michael Mantell|Zachary Chaltiel|Claire Jacobs|Paul Cassell|Yvonne Zima|Desiree Casado|Aldis Hodge|Jessica Brooks Grant|Jonathan Nocera|Leah Pepper|Donna Jean Fogel|S.A. Griffin|Edith Blume|Liz Sinclair|Al Cerullo|John D. Bair|Jamie Harrold|Adrian Lee|Andrea Leigh|Benjamin Rutkowski
76,114367,9102.0,Screamers,12.758848,6.1,154.0,Horror|Science Fiction,man vs machine|alien planet,Christian Duguay,Peter Weller|Roy Dupuis|Jennifer Rubin|Andrew Lauer|Liliana Komorowska|Michael Caloz|Jason Cavalier|Ron White|Charles Edwin Powell
77,113973,124626.0,Nico Icon,0.133893,7.3,3.0,Documentary,,Susanne Ofteringer,Nico|Tina Aumont|Jackson Browne|John Cale|Paul Morrissey|Viva|Ari Boulogne
78,112744,27526.0,The Crossing Guard,5.756462,6.1,74.0,Drama|Thriller,loss of daughter|hit-and-run driving |revenge|suspense|independent film|tragedy,Sean Penn,Jack Nicholson|David Morse|Anjelica Huston|Robin Wright|Piper Laurie|Richard Bradford|Priscilla Barnes|David Baerwald|Robbie Robertson|John Savage|Kari Wuhrer|Jennifer Leigh Warren|Kellita Smith|Bobby Cooper|Jeff Morris|Buddy Anderson|Edward L. Katz|Joe Viterelli|Eileen Ryan|Ryo Ishibashi|Dennis Fanning|Lisa Crawford|Jay Koiwai|Elizabeth Gilliam|Michael Ryan|Matthew Ryan|Leo Penn|Penelope Allen|Richard C. Sarafian
79,116731,9623.0,The Juror,6.010579,5.5,91.0,Drama|Thriller,jurors|blackmail|court case|son|trial|courtroom,Brian Gibson,Demi Moore|Alec Baldwin|Joseph Gordon-Levitt|Anne Heche|James Gandolfini|Lindsay Crouse|Tony Lo Bianco|Michael Constantine|Matt Craven|Todd Susman|Michael Rispoli|Julie Halston|Frank Adonis|Matthew Cowles|Polly Adams
80,112445,46785.0,The White Balloon,1.196256,7.5,20.0,Family|Drama,fish|money|celebrity,Jafar Panahi,Aida Mohammadkhani|Mohsen Kafili|Fereshteh Sadre Orafaiy|Anna Borkowska|Mohammad Shahani
81,114660,400.0,Things to Do in Denver When You're Dead,4.486179,6.7,87.0,Drama|Crime,father son relationship|bounty hunter|boat|way of life|coffin|denver|paranoia|hitman|friendship|psychopath|revenge|murder|independent film|mafia|diner|blood|gangster|violence|illegal prostitution|extramarital affair,Gary Fleder,Andy García|Christopher Lloyd|William Forsythe|Bill Nunn|Treat Williams|Jack Warden|Steve Buscemi|Fairuza Balk|Gabrielle Anwar|Christopher Walken|Michael Nicolosi|Sarah Trigger|David Stratton|Jenny McCarthy
82,112379,880.0,Antonia's Line,2.030174,7.2,26.0,Drama|Comedy,suicide|underdog|free love|philosophy|rape|mentally disabled|loss of mother|village life|world war ii|feminism|family history|widow|peasant|village|mathematics|freedom|right and justice|single|homosexuality|mother daughter relationship|domestic violence|universe|woman director,Marleen Gorris,Willeke van Ammelrooy|Els Dottermans|Dora van der Groen|Veerle van Overloop|Esther Vriesendorp|Arne Bang-Hansen|Thyrza Ravesteijn|Mil Seghers|Jan Decleir|Elsie de Brauw|Reinout Bussemaker|Marina de Graaf|Wimie Wilhelm|Fran Waller Zeper
83,114039,146599.0,Once Upon a Time... When We Were Colored,0.252287,4.5,2.0,Romance|Drama,racial segregation|family relationships|rural setting|african american,Tim Reid,"Al Freeman, Jr.|Phylicia Rashād|Paula Kelly|Salli Richardson-Whitfield|Anna Maria Horsford|Bernie Casey|Isaac Hayes|Ray J|Polly Bergen|Taj Mahal|Leon Robinson"
84,113612,188588.0,Last Summer in the Hamptons,0.531159,0.0,0.0,,,Henry Jaglom,Victoria Foyt|Viveca Lindfors|Jon Robin Baitz|Savannah Smith Boucher|Roscoe Lee Browne|Andre Gregory|Nick Gregory|Melissa Leo|Roddy McDowall|Martha Plimpton|Ron Rifkin|Diane Salinger|Brooke Smith|Kristoffer Tabori|Holland Taylor|Henry Jaglom
85,112365,8447.0,Angels and Insects,2.15166,6.3,17.0,Drama|Romance,class society|rich woman - poor man|scientist|insect,Philip Haas,Mark Rylance|Kristin Scott Thomas|Patsy Kensit|Jeremy Kemp|Douglas Henshall|Annette Badland|Chris Larkin|Anna Massey
86,118158,10534.0,White Squall,9.568604,6.3,86.0,Action|Drama,sailing trip|diary|sail|survival|coming of age|teenage boy|discipline|sail|ship captain|caribbean|storm at sea|1960s,Ridley Scott,Jeff Bridges|Caroline Goodall|John Savage|Scott Wolf|Jeremy Sisto|Ryan Phillippe|David Lascher|David Lascher|Eric Michael Cole|Jason Marsden|David Selby|Julio Oscar Mechoso|Zeljko Ivanek|Balthazar Getty|Ethan Embry
87,116151,17414.0,Dunston Checks In,4.814825,5.1,59.0,Adventure|Comedy|Family,boss|fistfight|bully|orangutan,Ken Kwapis,Jason Alexander|Faye Dunaway|Eric Lloyd|Rupert Everett|Graham Sack|Paul Reubens|Glenn Shadix|Nathan Davis|Jennifer Bassey|Judith Scott|Bruce Beatty|Danny Comden|Steven Gilborn|Lois De Banzie|Natalie Core|Paula Malcomson
88,115697,13997.0,Black Sheep,8.963037,6.0,124.0,Comedy,double act|political satire|woman director,Penelope Spheeris,Chris Farley|David Spade|Grant Heslov|Tim Matheson|Gary Busey|Bruce McGill|Christine Ebersole|Timothy Carhart|Michael Patrick Carter|Boyd Banks|David St. James|Skip O'Brien|Branden R. Morgan|Gypsy Spheeris|John Ashker|Jonathan Everett Lewis|James Noah
89,113972,2086.0,Nick of Time,6.848591000000001,6.1,190.0,Crime|Drama|Thriller,assassin|train station|politics|los angeles,John Badham,Johnny Depp|Courtney Chase|Charles S. Dutton|Christopher Walken|Roma Maffia|Peter Strauss|Gloria Reuben|Marsha Mason|Miguel Nájera|Bill Smitrovich|G.D. Spradlin|Charles Carroll
92,117002,9095.0,Mary Reilly,12.866139,5.7,77.0,Drama|Horror|Thriller|Romance,servant|monster|laboratory|jekyll and hyde|maid|19th century,Stephen Frears,Julia Roberts|John Malkovich|George Cole|Michael Gambon|Glenn Close|Kathy Staff|Michael Sheen|Bronagh Gallagher|Linda Bassett|Ciarán Hinds|Henry Goodman
93,114825,12158.0,Vampire in Brooklyn,9.071127,4.5,113.0,Comedy|Horror|Romance,vampire,Wes Craven,Eddie Murphy|Angela Bassett|Allen Payne|Kadeem Hardison|John Witherspoon|Zakes Mokae|Joanna Cassidy|W. Earl Brown|Simbi Khali
94,115639,9283.0,Beautiful Girls,4.670562,6.6,103.0,Comedy|Drama|Romance,hometown,Ted Demme,Matt Dillon|Noah Emmerich|Annabeth Gish|Lauren Holly|Timothy Hutton|Uma Thurman|Mira Sorvino|Michael Rapaport|Rosie O'Donnell|Pruitt Taylor Vince|Max Perlich|Martha Plimpton|Natalie Portman|Anne Bobby|Richard Bright|Sam Robards|David Arquette|Adam LeFevre|John Carroll Lynch|Tom Gibis|Greg Dulli|John Scurti|Frank Anello|Camille D'Ambrose|Sarah Katz|Martin Ruben|Allison Levine|Earl R. Burt|Trent Nicholas Thompson|Nicole Ranallo|Joyce Lacey|Anne W. Erickson|Oliver Osterberg|Sterling Robson|Herbie Ade|Tammara Melloy|Lori J. Ness|Rachel Oliva|Tomas Settell
95,115759,9208.0,Broken Arrow,14.957626,5.7,459.0,Action|Adventure|Drama|Thriller,helicopter|river|captain|underground|mexican standoff|countdown|pilot|fistfight|canyon|major|betrayed|gunfight|train|explosive|desert|military|box,John Woo,John Travolta|Christian Slater|Samantha Mathis|Delroy Lindo|Bob Gunton|Frank Whaley|Howie Long|Vondie Curtis-Hall|Jack Thompson|Vyto Ruginis|Ousaun Elam|Shaun Toub|Casey Biggs|Jeffrey J. Stephen|Joey Box
96,113403,40154.0,A Midwinter's Tale,0.5133909999999999,7.5,6.0,Comedy,play|village|christmas|actor,Kenneth Branagh,Richard Briers|Joan Collins|Michael Maloney|Nicholas Farrell|Jennifer Saunders|Julia Sawalha|Celia Imrie|John Sessions|Adrian Scarborough|Hetta Charnley|Gerard Horan|Brian Pettifer|Patrick Doyle|Shaun Prendergast
97,113247,406.0,La Haine,12.108196,7.9,695.0,Drama,paris|neo-nazi|skinhead|robbery|police brutality|hip-hop|gun|socially deprived family|breakdance|arabian|boredom|revenge|suburb|violence|police officer|unemployed|capture|xenophobia,Mathieu Kassovitz,Vincent Cassel|Hubert Koundé|Saïd Taghmaoui|Abdel Ahmed Ghili|Souleymane Dicko|Héloïse Rauth|Benoît Magimel|Edouard Montoute|Marc Duret|Joseph Momo|Vincent Lindon|Christophe Rossignon|Mathieu Kassovitz|Philippe Nahon|Zinedine Soualem|Rywka Wajsbrot|Olga Abrego|Laurent Labasse|Choukri Gabteni|Karin Viard
98,111173,45549.0,Shopping,2.6576470000000003,5.6,13.0,Action|Adventure|Drama|Science Fiction|Thriller,,Paul W.S. Anderson,Sadie Frost|Jude Law|Sean Pertwee|Fraser James|Sean Bean|Marianne Faithfull|Jonathan Pryce|Ralph Ineson|Eamonn Walker|Lee Whitlock|Jason Isaacs|Melanie Hill|Tilly Vosburgh|Brian Croucher|Chris Constantinou|Clint Dyer|Simon Bateso|Polly Moore|Vinny Mann|Julian Sandell|Daniel Newman
99,113283,63076.0,Heidi Fleiss: Hollywood Madam,0.638211,6.8,4.0,Documentary,narration|hollywood|prostitute,Nick Broomfield,Nick Broomfield|Heidi Fleiss|Madam Alex|Ivan Nagy|Corinne Bohrer|Ron Jeremy|Daryl Gates
100,115907,11062.0,City Hall,4.8072230000000005,6.0,67.0,Drama|Thriller,corrupt|undercover|war on drugs|mayor|drug deal|presidential election|undercover agent|investigator|police|drug,Harold Becker,Al Pacino|John Cusack|Bridget Fonda|Danny Aiello|Martin Landau|David Paymer|Richard Schiff
101,115734,13685.0,Bottle Rocket,6.904831,6.8,285.0,Comedy|Crime|Drama,brother brother relationship|robbery|burglar|language barrier|motel|independent film|psychiatric hospital|maid|theft|nervous breakdown|escapade,Wes Anderson,Luke Wilson|Owen Wilson|Lumi Cavazos|Andrew Wilson|Robert Musgrave|Haley Miller|James Caan|Ned Dowd|Shea Fowler|Brian Tenenbaum|Jenni Tooley|Temple Nash
102,117102,47475.0,Mr. Wrong,3.329264,3.3,16.0,Comedy|Romance,,Nick Castle,Ellen DeGeneres|Bill Pullman|Joan Cusack|Dean Stockwell|Joan Plowright|Hope Davis|Ellen Cleghorne|Christine Cattell|Robert Goulet
103,118040,2045.0,Unforgettable,2.464425,5.3,22.0,Drama|Mystery|Science Fiction|Thriller,wife husband relationship|experience|police|murder|suspense|memory|forensic|gunman,John Dahl,Ray Liotta|Linda Fiorentino|Peter Coyote|Christopher McDonald|David Paymer|Duncan Fraser|Colleen Rennison|Caroline Elliott|Stellina Rusich
104,116483,9614.0,Happy Gilmore,9.592265,6.5,767.0,Comedy,loss of mother|loss of father|golf|sport|taxes,Dennis Dugan,Adam Sandler|Ben Stiller|Christopher McDonald|Julie Bowen|Frances Bay|Carl Weathers|Richard Kiel|Bob Barker|Allen Covert|Joe Flaherty|Lee Trevino|Robert Smigel|Dennis Dugan|Kevin Nealon|Verne Lundquist|Jared Van Snellenberg|Ken Camroux
105,112579,688.0,The Bridges of Madison County,5.951077,7.3,397.0,Drama|Romance,farewell|adultery|love at first sight|photograph|wife husband relationship|iowa|love of one's life|mother role|bridge|housewife|love letter|peasant|marriage crisis|photography|unsociability|secret love|nature documentary,Clint Eastwood,Meryl Streep|Clint Eastwood|Annie Corley|Victor Slezak|Jim Haynie|Sarah Kathryn Schmitt|Christopher Kroon|Phyllis Lyons|Debra Monk|Richard Lage|Michelle Benes|Alison Wiegert
107,117110,10874.0,Muppet Treasure Island,6.902423,6.5,93.0,Action|Comedy|Music|Family|Adventure,island|pirate gang|puppet|treasure hunt,Brian Henson,Tim Curry|Kevin Bishop|Jennifer Saunders|Billy Connolly|Dave Goelz|Frank Oz|Steve Whitmire|David Nicholls|Frederick Warder|Harry Jones|Peter Geeves|Jessica Hamilton
108,112646,89333.0,Catwalk,0.976707,7.0,2.0,Documentary,,Robert Leacock,Christy Turlington|Azzedine Alaïa|Giorgio Armani|Nadja Auermann|Sandra Bernhard|Kate Betts|Brandi|Carla Bruni|Naomi Campbell|Nino Cerruti|Helena Christensen|Francesco Clemente|Grace Coddington|Cindy Crawford|Rufus Crawford|Jaye Davidson|Arthur Elgort|Linda Evangelista|Gianfranco Ferré|John Galliano|Valentino Garavani|Jean Paul Gaultier|Yasmeen Ghauri|Lady Amanda Harlech|Tricia Helfer|Karl Lagerfeld|Yasmin Le Bon|Kimora Lee|Polly Mellen|Isaac Mizrahi|Kate Moss|Oribe|Stephanie Roberts|RuPaul|Ève Salvail|Claudia Schiffer|Christian Slater|André Leon Talley|Niki Taylor|Stella Tennant|Liz Tilberis|Patricia Velásquez|Gianni Versace|Veronica Webb|Bruce Weber|Emma Wiklund|Anna Wintour|Sharon Stone
110,112573,197.0,Braveheart,20.755149,7.7,3404.0,Action|Drama|History|War,individual|scotland|in love with enemy|legend|independence|ideal|revolt|tyranny,Mel Gibson,Mel Gibson|Catherine McCormack|Sophie Marceau|Patrick McGoohan|Angus Macfadyen|Brendan Gleeson|James Robinson|James Cosmo|Sean McGinley|Gerda Stevenson|Mhairi Calvey|Jeanne Marine|Sean Lawlor|Sandy Nelson|Alan Tall|Andrew Weir|Brian Cox|Peter Hanly|Stephen Billington|Tommy Flanagan|Rupert Vansittart|Tam White|Ian Bannen|David O'Hara|Peter Mullan|David Gant|Malcolm Tierney|Martin Murphy|Gerard McSorley|Bernard Horsfall|Richard Leaf|Liam Carney|Ralph Riach|Barry McGovern|John Kavanagh|Alun Armstrong|Julie Austin|Alex Norton|Michael Byrne|William Scott-Masson|Dean Lopata|Donal Gibson|Jimmy Chisholm|John Murtagh|David McKay|Niall O'Brien|Martin Dempsey|Jimmy Keogh|Joe Savino|Mal Whyte|Paul Tucker|Graeme Ford|Greg Jeloudov|Rana Morrison|Jer O'Leary
111,75314,103.0,Taxi Driver,14.092713,8.1,2632.0,Crime|Drama,vietnam veteran|taxi|obsession|drug deal|night shift|vigilante|alien|misanthrope|shot to death|illegal prostitution|loner,Martin Scorsese,Robert De Niro|Cybill Shepherd|Harvey Keitel|Jodie Foster|Peter Boyle|Leonard Harris|Albert Brooks|Diahnne Abbott|Gino Ardito|Martin Scorsese|Murray Moston|Richard Higgs|Bill Minkin|Bob Maroff|Victor Argo|Joe Spinell|Frank Adu|Brenda Dickson|Norman Matlock|Harry Northup|Harlan Cary Poe|Steven Prince|Peter Savage|Nicholas Shields|Ralph S. Singleton|Annie Gagen|Carson Grant|Mary-Pat Green|Debbi Morgan|Don Stroud
112,113326,33542.0,Rumble in the Bronx,12.314278,6.5,245.0,Crime|Action|Comedy|Thriller,new york|martial arts|supermarket|gang war|disabled child|gang|wedding|diamond|bronx|duringcreditsstinger,Stanley Tong,Jackie Chan|Anita Mui|Françoise Yip|Bill Tung|Marc Akerstream|Garvin Cross|Morgan Lam|Kris Lord|Carrie Cain-Sparks
113,115645,43566.0,Before and After,2.938293,5.8,37.0,Drama|Thriller,,Barbet Schroeder,Meryl Streep|Liam Neeson|Edward Furlong|Alfred Molina|Daniel von Bargen|Julia Weldon|Daniel von Bargen|John Heard|Ann Magnuson|Alison Folland|Bernadette Quigley|Timothy Patrick Cavanaugh|Sharon Ullrick|Paul Giamatti|Jordan Lund
114,113774,71754.0,Margaret's Museum,0.372697,7.5,2.0,Drama,mine|coal mine|bagpipes,Mort Ransen,Helena Bonham Carter|Clive Russell|Craig Olejnik|Kate Nelligan|Kenneth Welsh|Andrea Morris
116,112373,51352.0,Anne Frank Remembered,0.243986,7.3,4.0,Documentary|Drama|Foreign,fascism|auschwitz|victim|interview|prejudice|burglary|rabbit,Jon Blair,Kenneth Branagh|Glenn Close
117,115033,16934.0,The Young Poisoner's Handbook,6.178497,6.9,19.0,Comedy|Crime|Drama,london england|poison|based on true story|murder|serial kiler|mental institution|teenager|psychiatrist,Benjamin Ross,Tobias Arnold|Ruth Sheen|Roger Lloyd Pack|Hugh O'Conor|Norman Caro|Dorothea Alexander|Charlotte Coleman|Paul Stacey|Samantha Edmonds|Robert Demeger|Jack Deam|Peter Pacey|Joost Siedhoff|Vilma Hollingbery|Frank Mills|Rupert Farley|Malcolm Sinclair|Charlie Creed-Miles|Antony Sher|Hazel Douglas|Arthur Cox|John Thomson|Jean Warren|Simon Kunz|Frank Coda|Tim Potter|Cate Fowler|John Abbott
118,116606,10324.0,If Lucy Fell,2.891918,5.4,11.0,Comedy|Romance,roommate|single|love|independent film|best friend|brooklyn bridge,Eric Schaeffer,Sarah Jessica Parker|Elle Macpherson|Scarlett Johansson|Eric Schaeffer|Dominic Chianese|Emily Hart|Ben Stiller
